MemAvailable(kB)
1449820 
1449700 
1449576 
1449296 
1449336 
1449584 
1449508 
1449656 
1449656 
1449656 
1449664 
1449648 
1449588 
1449696 
1449652 
1449704 
1449688 
1449588 
1449696 
1449620 
1449752 
1449644 
1449552 
1449676 
1449436 
1449560 
1449560 
1449568 
1449568 
1449444 
1449656 
1449624 
1449640 
1449540 
1449400 
1431292 
1396712 
1362080 
1327276 
1292872 
1258348 
1223344 
1188944 
1154232 
1119984 
1085508 
1050876 
1016508 
981992 
947984 
913504 
879320 
844540 
809952 
808880 
808972 
808840 
809080 
808956 
808940 
808964 
808732 
808808 
808848 
808832 
808904 
808948 
808680 
808592 
808440 
808728 
808520 
808744 
808888 
808848 
809020 
808860 
808940 
808896 
808844 
808932 
809104 
809012 
808888 
808988 
808740 
808936 
808872 
808904 
808672 
808556 
808384 
808632 
808712 
808820 
808916 
808876 
808940 
808800 
808840 
808820 
808884 
808748 
808512 
808572 
808696 
808696 
808592 
808568 
808496 
808632 
808512 
808844 
808528 
804656 
804432 
803864 
803940 
803976 
803620 
803332 
803424 
803332 
803340 
803304 
803108 
803104 
803144 
802936 
802988 
803032 
803068 
803212 
803164 
803348 
803264 
803264 
803264 
803288 
803192 
803100 
803088 
803124 
803248 
803132 
803180 
803100 
803124 
803248 
803372 
803256 
803348 
803100 
802888 
802948 
802984 
802944 
802764 
802996 
803000 
803088 
803076 
803172 
803084 
803096 
803092 
802968 
802844 
803100 
802980 
802852 
802764 
802844 
802872 
649792 
648324 
647808 
647864 
647336 
650604 
634052 
633052 
633388 
646008 
618420 
614856 
611928 
619516 
604212 
604948 
605020 
604160 
619220 
620700 
620440 
620892 
640276 
642460 
643880 
643400 
643336 
645344 
644116 
644040 
652292 
623708 
636712 
633848 
634864 
620728 
620384 
617604 
618180 
633296 
649360 
608136 
605536 
619616 
625252 
634172 
602360 
600724 
596060 
605180 
622448 
639336 
638956 
637024 
591008 
587500 
600828 
620340 
616572 
628524 
625684 
638620 
645080 
652944 
623816 
626532 
620700 
603236 
586652 
585148 
580612 
597448 
614600 
617816 
616260 
615256 
616072 
614544 
616024 
632564 
628996 
607944 
588288 
590928 
608588 
626100 
637696 
622704 
620748 
623200 
635612 
575296 
573516 
571312 
583296 
596684 
593460 
589312 
587468 
584844 
598400 
614988 
616032 
621260 
628464 
746204 
746064 
746248 
746444 
746444 
746072 
746240 
745960 
746068 
746196 
746168 
746092 
746140 
746020 
746124 
746024 
745900 
746116 
746224 
746532 
746404 
746288 
746164 
746040 
746172 
745924 
746040 
746180 
746180 
746152 
746064 
746068 
746188 
746256 
746392 
746584 
746464 
746488 
746516 
746448 
746588 
746464 
746492 
746576 
746452 
746472 
746396 
746336 
746428 
746652 
746824 
746748 
746616 
746724 
746636 
746548 
746584 
746412 
746676 
