Timestamp,Build, Product, SOC, DDR size, Worstcase System Use, Static reserved, Vendor Baseline Memory, Vendor Dynamic usage on uhd_play,Vendor Dynamic Total, Avaialable Memory
Feb 14 2025, ELTE11MWR_VENDOR_DEV_release_7.1.0_20250213155749, TE.ELTE11MWR.4.9.113, AMLOGIC, 2097152, UHD60FPS + FHD60FPS, 635120, 196624, 12656, 209280,1252752
